"Date","Title","Artist","Peak_Position","Broad_Genre","Energy","Tempo","Danceability","Year","Rank","Valence","Rank_Group"
"12/12/09","If You Only Knew","shinedown",42,"Rap","0.956","97.011","0.449",2009,48,"0.321","26-50"
"12/12/09","I Invented Sex","trey songz",42,"R&B","0.76","89.958","0.69",2009,54,"0.468","26-50"
"12/12/09","The Truth","jason aldean",40,"Country","0.585","143.031","0.485",2009,56,"0.346","26-50"
"12/12/09","I Wanna Make You Close Your Eyes","dierks bentley",52,"Country","0.61","95.979","0.599",2009,57,"0.359","51-75"
"12/12/09","Uprising","muse",37,"Rock","0.905","128.019","0.602",2009,63,"0.411","26-50"
"12/12/09","History In The Making","darius rucker",61,"Country","0.718","157.722","0.475",2009,72,"0.453","51-75"
"12/12/09","It Kills Me","melanie fiona",43,"R&B","0.789","107.359","0.62",2009,75,"0.444","26-50"
"12/12/09","Gettin' You Home","chris young",33,"Country","0.678","106.966","0.639",2009,80,"0.531","26-50"
"12/12/09","I Will Not Bow","breaking benjamin",40,"Rap","0.952","107.942","0.543",2009,81,"0.591","26-50"
"12/12/09","Half Of My Heart","john mayer",25,"Rock","0.593","115.058","0.681",2009,84,"0.731","11 - 25"
"12/12/09","Why Don't We Just Dance","josh turner",35,"Country","0.763","121.808","0.656",2009,86,"0.701","26-50"
"12/12/09","Break","three days grace",73,"Pop","0.897","115.491","0.578",2009,89,"0.737","51-75"
"12/12/09","That's How Country Boys Roll","billy currington",57,"Country","0.915","120.965","0.681",2009,100,"0.889","51-75"
"12/12/09","I Can Transform Ya","chris brown",20,"R&B","0.974","111.619","0.765",2009,20,"0.83","11 - 25"
"12/12/09","Consider Me Gone","reba",38,"Country","0.724","96.994","0.573",2009,39,"0.45","26-50"
"12/12/09","Gangsta Luv","snoop dogg",35,"Rap","0.732","102.048","0.592",2009,45,"0.416","26-50"
"12/12/09","Southern Voice","tim mcgraw",49,"Country","0.869","112.068","0.621",2009,51,"0.786","26-50"
"12/12/09","Never Gonna Be Alone","nickelback",58,"Pop","0.802","130.022","0.544",2009,74,"0.59","51-75"
"12/12/09","I'm Going In","drake",40,"Rap","0.724","120.673","0.471",2009,77,"0.057","26-50"
"12/12/09","Papers","usher",31,"R&B","0.556","120.047","0.802",2009,38,"0.158","26-50"
"12/12/09","Red Light","david nail",54,"Country","0.802","163.907","0.386",2009,58,"0.428","51-75"
"12/12/09","Spotlight","gucci mane",42,"Rap","0.806","125.019","0.781",2009,64,"0.69","26-50"
"12/12/09","One Less Lonely Girl","justin bieber",16,"Pop","0.779","86.985","0.577",2009,69,"0.716","11 - 25"
"12/12/09","Russian Roulette","rihanna",9,"R&B","0.513","79.203","0.398",2009,22,"0.279","1 - 10"
"12/12/09","Bonfire","craig morgan",57,"Country","0.917","175.716","0.426",2009,60,"0.506","51-75"
"12/12/09","Bad Habits","maxwell",71,"R&B","0.67","148.02","0.661",2009,82,"0.661","51-75"
"12/12/09","Baby By Me","50 cent",28,"Rap","0.832","190.097","0.642",2009,34,"0.358","26-50"
"12/12/09","Eight Second Ride","jake owen",70,"Country","0.843","92.357","0.645",2009,78,"0.534","51-75"
"12/12/09","Give It Up To Me","shakira",29,"Pop","0.729","115.984","0.841",2009,29,"0.688","26-50"
"12/12/09","Doesn't Mean Anything","alicia keys",60,"R&B","0.378","103.978","0.713",2009,96,"0.167","51-75"
"12/12/09","Crawl","chris brown",53,"R&B","0.76","176.086","0.424",2009,68,"0.44","51-75"
"12/12/09","(If You're Wondering If I Want You To) I Want You To","weezer",81,"Rock","0.894","110.024","0.686",2009,93,"0.72","76-100"
"12/12/09","We Weren't Born To Follow","bon jovi",68,"Rock","0.828","126.001","0.508",2009,97,"0.745","51-75"
"12/12/09","4 My Town (Play Ball)","birdman",90,"Rap","0.624","152.167","0.461",2009,90,"0.511","76-100"
"12/12/09","For Your Entertainment","adam lambert",61,"Pop","0.872","130.023","0.654",2009,61,"0.612","51-75"
"12/12/09","Imagine","glee cast",67,"Pop","0.237","76.976","0.533",2009,67,"0.229","51-75"
"12/12/09","Speechless","lady gaga",94,"Pop","0.724","144.235","0.302",2009,94,"0.394","76-100"
"12/12/09","It's Your Life","francesca battistelli",95,"Rock","0.342","85.201","0.326",2009,95,"0.298","76-100"
"12/12/09","Wild Horses","susan boyle",98,"Pop","0.152","89.475","0.23",2009,98,"0.116","76-100"
"11/7/09","I Know You Want Me (Calle Ocho)","pitbull",2,"Rap","0.731","127.076","0.82",2009,43,"0.793","1 - 10"
"11/7/09","Boom Boom Pow","the black eyed peas",1,"Rap","0.851","130.09","0.869",2009,45,"0.395","1 - 10"
"11/7/09","Knock You Down","keri hilson",3,"R&B","0.883","155.171","0.593",2009,47,"0.671","1 - 10"
"11/7/09","Big Green Tractor","jason aldean",18,"Country","0.596","137.077","0.616",2009,49,"0.58","11 - 25"
"11/7/09","LOL :-)","trey songz",51,"R&B","0.747","154.991","0.807",2009,85,"0.784","51-75"
"11/7/09","I Want To Know What Love Is","mariah carey",60,"R&B","0.453","80.003","0.581",2009,97,"0.277","51-75"
"11/7/09","Honky Tonk Stomp","brooks",96,"EDM","0.927","97.955","0.633",2009,96,"0.674","76-100"
"11/7/09","Sweet Caroline","glee cast",34,"Pop","0.449","124.035","0.63",2009,34,"0.638","26-50"
"11/7/09","Time For Miracles","adam lambert",50,"Pop","0.7","147.872","0.26",2009,50,"0.202","26-50"
"11/7/09","Take Your Shirt Off","t-pain",80,"R&B","0.865","189.949","0.775",2009,80,"0.424","76-100"
"11/7/09","Bust A Move","glee cast",93,"Pop","0.925","118.994","0.923",2009,93,"0.708","76-100"
"11/28/09","Good Girls Go Bad","cobra starship",7,"Rap","0.874","119.964","0.594",2009,47,"0.628","1 - 10"
"11/28/09","Love Drunk","boys like girls",22,"Rock","0.976","150.005","0.44",2009,45,"0.412","11 - 25"
"11/28/09","God In Me","mary mary",68,"R&B","0.673","176.088","0.673",2009,90,"0.428","51-75"
"11/28/09","American Ride","toby keith",35,"Country","0.907","174.083","0.52",2009,96,"0.816","26-50"
"11/28/09","Jump Then Fall","taylor swift",10,"Pop","0.674","79.985","0.618",2009,91,"0.8","1 - 10"
"11/28/09","Favorite Girl","justin bieber",26,"Pop","0.694","176.047","0.582",2009,73,"0.643","26-50"
"11/28/09","5 Star Chick","yo gotti",79,"Rap","0.761","76.476","0.771",2009,79,"0.603","76-100"
"11/28/09","Undertow","timbaland",100,"R&B","0.647","109.994","0.645",2009,100,"0.583","76-100"
"11/21/09","Throw It In The Bag","fabolous",14,"R&B","0.559","86.018","0.852",2009,44,"0.673","11 - 25"
"11/21/09","21 Guns","green day",22,"Rock","0.742","159.779","0.268",2009,60,"0.416","11 - 25"
"11/21/09","Number One","r. kelly",59,"R&B","0.818","136.876","0.656",2009,84,"0.613","51-75"
"11/21/09","Ain't No Rest For The Wicked","cage the elephant",83,"Rock","0.914","156.014","0.635",2009,89,"0.922","76-100"
"11/21/09","Face Drop","sean kingston",61,"R&B","0.827","83.994","0.634",2009,86,"0.739","51-75"
"11/21/09","Forever & Always","taylor swift",34,"Pop","0.159","120.02","0.585",2009,100,"0.287","26-50"
"11/21/09","The Other Side Of The Door","taylor swift",23,"Pop","0.815","81.921","0.515",2009,94,"0.498","11 - 25"
"11/14/09","You're A Jerk","new boyz",24,"Rap","0.456","99.048","0.931",2009,100,"0.522","11 - 25"
"11/14/09","Be On You","flo rida",19,"EDM","0.709","78.089","0.398",2009,85,"0.714","11 - 25"
"11/14/09","Under","pleasure p",78,"R&B","0.678","119.986","0.675",2009,91,"0.474","76-100"
"11/14/09","Good Morning","chamillionaire",40,"Rap","0.817","88.064","0.679",2009,94,"0.361","26-50"
"11/14/09","Superstar","taylor swift",26,"Pop","0.534","85.953","0.607",2009,26,"0.297","26-50"
"11/14/09","Come In With The Rain","taylor swift",30,"Pop","0.448","143.952","0.517",2009,30,"0.231","26-50"
"10/31/09","No Surprise","daughtry",15,"Rock","0.784","95.937","0.484",2009,49,"0.141","11 - 25"
"10/31/09","Small Town USA","justin moore",44,"Country","0.601","131.883","0.592",2009,68,"0.571","26-50"
"10/31/09","It's My Life / Confessions Part II","glee cast",30,"Pop","0.882","131.008","0.586",2009,71,"0.706","26-50"
"10/31/09","Halo / Walking On Sunshine","glee cast",40,"Pop","0.91","193.886","0.242",2009,84,"0.253","26-50"
"10/31/09","Hell Of A Life","t.i.",54,"R&B","0.87","164.947","0.547",2009,93,"0.271","51-75"
"10/31/09","Keep Holding On","glee cast",56,"Pop","0.637","160.745","0.311",2009,56,"0.102","51-75"
"10/31/09","No Air","glee cast",65,"Pop","0.764","160.08","0.472",2009,65,"0.489","51-75"
"10/31/09","Nobody","wonder girls",76,"Pop","0.861","130.971","0.883",2009,76,"0.942","76-100"
"10/31/09","Chances","five for fighting",83,"Rock","0.811","164.006","0.401",2009,83,"0.353","76-100"
"10/31/09","Notion","kings of leon",99,"Rock","0.887","142.968","0.433",2009,99,"0.426","76-100"
"10/3/09","Every Girl","young money",10,"Rap","0.73","76.067","0.632",2009,79,"0.762","1 - 10"
"10/3/09","Come Back To Me","david cook",63,"Rock","0.895","108.087","0.476",2009,97,"0.632","51-75"
"10/3/09","Last Chance","ginuwine",63,"R&B","0.711","128.018","0.637",2009,98,"0.475","51-75"
"10/3/09","Make Her Say","kid cudi",43,"Rap","0.717","99.044","0.93",2009,93,"0.425","26-50"
"10/3/09","Closer To Love","mat kearney",91,"Rock","0.601","104.984","0.641",2009,100,"0.553","76-100"
"10/24/09","Please Don't Leave Me","pink",17,"Pop","0.841","138.037","0.591",2009,50,"0.751","11 - 25"
"10/24/09","Battlefield","jordin sparks",10,"R&B","0.634","144.953","0.613",2009,44,"0.37","1 - 10"
"10/24/09","Ice Cream Paint Job","dorrough",27,"Rap","0.664","180.079","0.848",2009,60,"0.854","26-50"
"10/24/09","I'm In Miami Trick","lmfao",51,"EDM","0.387","127.949","0.942",2009,96,"0.641","51-75"
"10/24/09","Love Your Love The Most","eric church",63,"Country","0.524","73.393","0.333",2009,85,"0.438","51-75"
"10/24/09","Sounds Like Life To Me","darryl worley",84,"Country","0.596","85.944","0.532",2009,92,"0.418","76-100"
"10/24/09","The Fixer","pearl jam",56,"Rock","0.934","152.246","0.516",2009,93,"0.9","51-75"
"10/24/09","Check My Brain","alice in chains",92,"Rap","0.844","113.989","0.44",2009,99,"0.304","76-100"
"10/17/09","Waking Up In Vegas","katy perry",9,"Pop","0.878","130.989","0.524",2009,47,"0.59","1 - 10"
"10/17/09","Pretty Wings","maxwell",33,"R&B","0.402","115.561","0.563",2009,50,"0.2","26-50"
"10/17/09","Her Diamonds","rob thomas",23,"Rock","0.924","87.606","0.555",2009,61,"0.865","11 - 25"
"10/17/09","New Divide","linkin park",6,"Rap","0.808","117.971","0.493",2009,63,"0.38","1 - 10"
"10/17/09","Boots On","randy houser",53,"Country","0.887","112.016","0.713",2009,97,"0.88","51-75"
"10/17/09","Living For The Night","george strait",53,"Country","0.454","78.209","0.429",2009,93,"0.288","51-75"
"10/17/09","I'll Just Hold On","blake shelton",76,"Country","0.796","164.161","0.41",2009,95,"0.342","76-100"
"10/17/09","Careful","paramore",78,"Rock","0.945","164.997","0.417",2009,78,"0.607","76-100"
"10/17/09","Maybe This Time","glee cast",88,"Pop","0.382","86.463","0.399",2009,88,"0.194","76-100"
"10/10/09","I'm Yours","jason mraz",6,"Rock","0.457","150.953","0.686",2009,48,"0.718","1 - 10"
"10/10/09","Fire Burning","sean kingston",5,"R&B","0.805","122.98","0.835",2009,38,"0.891","1 - 10"
"10/10/09","Ego","beyonce",39,"R&B","0.389","79.454","0.623",2009,86,"0.489","26-50"
"10/10/09","I Wanna","the all-american rejects",92,"Rock","0.893","164.29","0.435",2009,92,"0.433","76-100"
"10/10/09","Taking Chances","glee cast",71,"Pop","0.501","174.728","0.261",2009,71,"0.363","51-75"
"1/31/09","Shattered (Turn The Car Around)","o.a.r.",36,"Rock","0.784","105.973","0.571",2009,46,"0.462","26-50"
"1/31/09","Crush","david archuleta",2,"Pop","0.664","162.084","0.57",2009,39,"0.487","1 - 10"
"1/31/09","Mrs. Officer","lil wayne",16,"Rap","0.568","112.009","0.916",2009,40,"0.954","11 - 25"
"1/31/09","Bust Your Windows","jazmine sullivan",31,"R&B","0.664","106.991","0.683",2009,86,"0.866","26-50"
"1/31/09","Lookin' For A Good Time","lady antebellum",67,"Country","0.936","122.003","0.665",2009,94,"0.848","51-75"
"1/31/09","Seventeen Forever","metro station",42,"EDM","0.793","139.979","0.569",2009,87,"0.687","26-50"
"1/31/09","About You Now","miranda cosgrove",47,"Pop","0.868","164.98","0.489",2009,90,"0.658","26-50"
"1/24/09","Can't Believe It","t-pain",7,"R&B","0.546","120.818","0.578",2009,40,"0.0819","1 - 10"
"1/24/09","Come On Get Higher","matt nathanson",59,"Rock","0.623","92.018","0.672",2009,78,"0.617","51-75"
"1/24/09","Right Here (Departed)","brandy",34,"R&B","0.682","92.99","0.568",2009,92,"0.366","26-50"
"1/24/09","Arab Money","busta rhymes",86,"Rap","0.73","93.297","0.737",2009,96,"0.642","76-100"
"1/24/09","Universal Mind Control","common",62,"Rap","0.908","120.005","0.853",2009,98,"0.727","51-75"
"1/24/09","When It Hurts","avant",91,"R&B","0.646","128.279","0.682",2009,97,"0.253","76-100"
"1/24/09","Go Hard","dj khaled",69,"Rap","0.883","130.005","0.64",2009,100,"0.379","51-75"
"1/24/09","Pen & Paper","the red jumpsuit apparatus",75,"Rap","0.95","164.966","0.457",2009,75,"0.384","51-75"
"1/2/09","What About Now","daughtry",18,"Rock","0.834","161.972","0.363",2009,85,"0.275","11 - 25"
"1/2/09","RUN","leona lewis",81,"R&B","0.461","142.434","0.302",2009,81,"0.0932","76-100"
"1/17/09","Fall For You","secondhand serenade",21,"Rock","0.442","169.481","0.387",2009,42,"0.382","11 - 25"
"1/17/09","Everybody Wants To Go To Heaven","kenny chesney",43,"Country","0.695","137.728","0.702",2009,94,"0.559","26-50"
"1/17/09","Lovebug","jonas brothers",49,"Pop","0.499","79.071","0.597",2009,66,"0.521","26-50"
"1/17/09","Fly On The Wall","miley cyrus",84,"Pop","0.957","144.008","0.559",2009,91,"0.762","76-100"
"1/10/09","See You In My Nightmares","kanye west",21,"Rap","0.441","124.568","0.674",2009,92,"0.157","11 - 25"
"1/10/09","J**z In My Pants","the lonely island",72,"Rap","0.878","121.61","0.652",2009,72,"0.253","51-75"
"9/6/08","Bust It Baby Part 2","plies",7,"R&B","0.809","78.983","0.672",2008,45,"0.754","1 - 10"
"9/6/08","Handlebars","flobots",37,"Rap","0.572","141.939","0.7",2008,54,"0.55","26-50"
"9/6/08","Teenage Love Affair","alicia keys",54,"R&B","0.821","87.524","0.608",2008,100,"0.631","51-75"
"9/6/08","Girls Around The World","lloyd",64,"Pop","0.792","97.624","0.723",2008,95,"0.607","51-75"
"9/6/08","Put A Girl In It","brooks",54,"EDM","0.952","119.965","0.589",2008,91,"0.784","51-75"
"9/6/08","Marco Polo","bow wow",66,"R&B","0.695","139.968","0.872",2008,99,"0.781","51-75"
"9/6/08","Dreamer","chris brown",16,"R&B","0.826","89.785","0.374",2008,41,"0.342","11 - 25"
"9/27/08","Heaven Sent","keyshia cole",28,"R&B","0.728","78.427","0.538",2008,72,"0.437","26-50"
"9/27/08","7 Things","miley cyrus",9,"Pop","0.893","107.013","0.599",2008,94,"0.553","1 - 10"
"9/27/08","Free Fallin'","john mayer",51,"Rock","0.296","172.638","0.315",2008,99,"0.436","51-75"
"9/27/08","Corona And Lime","shwayze",23,"Rap","0.755","100.005","0.863",2008,91,"0.883","11 - 25"
"9/20/08","It's Not My Time","3 doors down",17,"Rock","0.928","128.037","0.54",2008,43,"0.285","11 - 25"
"9/20/08","I Luv Your Girl","the-dream",20,"R&B","0.322","89.958","0.686",2008,49,"0.0396","11 - 25"
"9/20/08","Bartender Song (aka Sittin' At A Bar)","rehab",71,"EDM","0.689","75.983","0.692",2008,74,"0.641","51-75"
"9/20/08","Swing Ya Rag","t.i.",62,"R&B","0.899","89.012","0.707",2008,92,"0.659","51-75"
"9/20/08","Cyanide","metallica",50,"Rock","0.993","129.255","0.313",2008,50,"0.497","26-50"
"9/20/08","What Up, What's Haapnin'","t.i.",84,"R&B","0.854","142.948","0.416",2008,84,"0.102","76-100"
"9/13/08","Take You Down","chris brown",43,"R&B","0.631","59.409","0.387",2008,90,"0.589","26-50"
"9/13/08","Gunpowder & Lead","miranda lambert",52,"Country","0.907","187.826","0.333",2008,94,"0.353","51-75"
"9/13/08","I'll Be Lovin' U Long Time","mariah carey",58,"R&B","0.731","178.702","0.465",2008,91,"0.467","51-75"
"9/13/08","My Apocalypse","metallica",67,"Rock","0.993","199.915","0.262",2008,67,"0.279","51-75"
"8/9/08","Low","flo rida",1,"Rap","0.609","128.008","0.918",2008,49,"0.304","1 - 10"
"8/9/08","Sexy Can I","ray j",3,"R&B","0.684","172.155","0.575",2008,43,"0.926","1 - 10"
"8/9/08","I'm Still A Guy","brad paisley",33,"Country","0.599","163.729","0.494",2008,83,"0.457","26-50"
"8/9/08","Love In This Club Part II","usher",25,"R&B","0.487","138.893","0.623",2008,100,"0.507","11 - 25"
"8/9/08","We Weren't Crazy","josh gracin",82,"Country","0.819","164.014","0.42",2008,93,"0.657","76-100"
"8/9/08","Moving Mountains","usher",67,"R&B","0.734","115.999","0.72",2008,86,"0.37","51-75"
"8/9/08","Pushin' Me Away","jonas brothers",16,"Pop","0.903","161.956","0.473",2008,89,"0.452","11 - 25"
"8/30/08","What You Got","colby o'donis",14,"R&B","0.631","119.965","0.771",2008,49,"0.283","11 - 25"
"8/30/08","Last Name","carrie underwood",19,"Country","0.869","159.833","0.395",2008,90,"0.688","11 - 25"
"8/30/08","Get Silly","v.i.c.",29,"R&B","0.814","75.01","0.846",2008,99,"0.671","26-50"
"8/30/08","Breakout","miley cyrus",56,"Pop","0.852","159.981","0.44",2008,100,"0.823","51-75"
"8/30/08","BB Good","jonas brothers",88,"Pop","0.901","135.009","0.656",2008,88,"0.891","76-100"
"8/30/08","Real","goo goo dolls",92,"Rock","0.618","82.939","0.363",2008,92,"0.412","76-100"
"8/30/08","Warrior","nelly",96,"R&B","0.638","85.146","0.487",2008,96,"0.779","76-100"
"8/30/08","Something Special","colbie caillat",98,"Rock","unknown","unknown","unknown",2008,98,"unknown","76-100"
"8/23/08","Love Song","sara bareilles",4,"Rock","0.786","123.052","0.583",2008,47,"0.573","1 - 10"
"8/23/08","In Love With A Girl","gavin degraw",24,"Rock","0.906","161.905","0.439",2008,50,"0.687","11 - 25"
"8/23/08","Damaged","danity kane",10,"R&B","0.653","120.01","0.774",2008,45,"0.818","1 - 10"
"8/23/08","Pork And Beans","weezer",64,"Rock","0.615","119.843","0.594",2008,95,"0.722","51-75"
"8/23/08","Summertime","new kids on the block",36,"Pop","0.769","167.988","0.561",2008,86,"0.73","26-50"
"8/23/08","Come On Over","jessica simpson",65,"R&B","0.859","110.037","0.675",2008,94,"0.556","51-75"
"8/23/08","Learning How To Bend","gary allan",96,"Country","0.739","98.973","0.511",2008,100,"0.343","76-100"
"8/23/08","A Little Bit Longer","jonas brothers",11,"Pop","0.619","156.359","0.302",2008,11,"0.291","11 - 25"
"8/2/08","Say","john mayer",12,"Rock","0.723","167.845","0.485",2008,49,"0.541","11 - 25"
"8/2/08","All Around Me","flyleaf",40,"Rap","0.884","146.922","0.479",2008,72,"0.452","26-50"
"8/2/08","Play My Music","jonas brothers",20,"Pop","0.877","177.708","0.466",2008,87,"0.765","11 - 25"
"8/16/08","Realize","colbie caillat",20,"Rock","0.607","123.95","0.699",2008,47,"0.156","11 - 25"
"8/16/08","Love In This Club","usher",1,"R&B","0.712","140.012","0.573",2008,48,"0.346","1 - 10"
"8/16/08","Back When I Knew It All","montgomery gentry",56,"Country","0.817","124.074","0.616",2008,97,"0.474","51-75"
"8/16/08","Te Quiero","flex",86,"Rap","0.598","83.946","0.536",2008,94,"0.465","76-100"
"8/16/08","Better As A Memory","kenny chesney",46,"Country","0.302","70.932","0.576",2008,99,"0.145","26-50"
"8/16/08","This Is Me","demi lovato",9,"Pop","0.836","90.878","0.484",2008,93,"0.594","1 - 10"
"8/16/08","Buzzin'","shwayze",46,"Rap","0.572","93.007","0.85",2008,51,"0.249","26-50"
"7/5/08","Break The Ice","britney spears",43,"R&B","0.911","117.533","0.712",2008,87,"0.85","26-50"
"7/5/08","There's Nothin","sean kingston",60,"R&B","0.782","91.029","0.703",2008,83,"0.862","51-75"
"7/26/08","Stop And Stare","onerepublic",12,"Rap","0.849","92.494","0.49",2008,50,"0.303","11 - 25"
"7/26/08","Trying To Stop Your Leaving","dierks bentley",73,"Country","0.58","111.944","0.582",2008,82,"0.435","51-75"
"7/26/08","Violet Hill","coldplay",40,"Rock","0.581","76.022","0.345",2008,81,"0.108","26-50"
"7/26/08","Game's Pain","the game",75,"Rap","0.761","97.015","0.76",2008,84,"0.395","51-75"
"7/26/08","That Song In My Head","julianne hough",88,"Country","0.858","185.947","0.486",2008,98,"0.74","76-100"
"7/26/08","Life In A Northern Town","sugarland",43,"Country","0.652","117.871","0.549",2008,83,"0.238","26-50"
"7/26/08","Stepped On My J'z","nelly",90,"R&B","0.776","79.02","0.692",2008,90,"0.732","76-100"
"7/19/08","Just Got Started Lovin' You","james otto",27,"Country","0.606","98.001","0.705",2008,69,"0.876","26-50"
"7/19/08","I Saw God Today","george strait",33,"Country","0.578","148.216","0.589",2008,85,"0.377","26-50"
"7/19/08","The Way That I Love You","ashanti",37,"R&B","0.897","79.687","0.561",2008,99,"0.527","26-50"
"7/19/08","Every Day","rascal flatts",45,"Country","0.759","169.403","0.205",2008,90,"0.204","26-50"
"7/19/08","Bye Bye","mariah carey",19,"R&B","0.603","136","0.782",2008,84,"0.851","11 - 25"
"7/19/08","Rise Above This","seether",91,"Rap","0.841","119.995","0.532",2008,97,"0.237","76-100"
"7/19/08","Homecoming","kanye west",69,"Rap","0.754","86.993","0.679",2008,100,"0.905","51-75"
"7/19/08","Gotta Find You","joe jonas",30,"Pop","0.74","82.049","0.441",2008,82,"0.45","26-50"
"7/19/08","We Rock","cast of camp rock",33,"Pop","0.947","143.914","0.634",2008,93,"0.784","26-50"
"7/19/08","Out Here Grindin","dj khaled",38,"Rap","0.829","175.972","0.646",2008,38,"0.344","26-50"
"7/19/08","Sneakernight","vanessa hudgens",88,"Pop","0.904","104.007","0.807",2008,88,"0.809","76-100"
"7/12/08","Touch My Body","mariah carey",1,"R&B","0.666","78.498","0.716",2008,59,"0.864","1 - 10"
"7/12/08","The Boss","rick ross",17,"Rap","0.695","141.014","0.718",2008,64,"0.514","11 - 25"
"7/12/08","She Got It","2 pistols",24,"Rap","0.732","133.817","0.406",2008,73,"0.31","11 - 25"
"7/12/08","Picture To Burn","taylor swift",28,"Pop","0.861","105.587","0.668",2008,89,"0.829","26-50"
"7/12/08","Love Don't Live Here","lady antebellum",53,"Country","0.871","139.937","0.653",2008,96,"0.62","51-75"
"7/12/08","Last Time","trey songz",69,"R&B","0.624","119.964","0.629",2008,91,"0.66","51-75"
"7/12/08","I Will Possess Your Heart","death cab for cutie",70,"Rock","0.619","133.074","0.605",2008,98,"0.578","51-75"
"6/7/08","Hollywood's Not America","ferras",62,"Pop","0.617","156.058","0.478",2008,95,"0.598","51-75"
"6/7/08","The World I Know","david cook",28,"Rock","unknown","unknown","unknown",2008,28,"unknown","26-50"
"6/7/08","I Don't Want To Miss A Thing","david cook",42,"Rock","unknown","unknown","unknown",2008,42,"unknown","26-50"
"6/7/08","Don't Let The Sun Go Down On Me","david archuleta",58,"Pop","unknown","unknown","unknown",2008,58,"unknown","51-75"
"6/7/08","In This Moment","david archuleta",60,"Pop","unknown","unknown","unknown",2008,60,"unknown","51-75"
"6/7/08","Always Be My Baby","david cook",67,"Rock","0.397","142.01","0.639",2008,67,"0.468","51-75"
"6/7/08","The Music Of The Night","david cook",77,"Rock","unknown","unknown","unknown",2008,77,"unknown","76-100"
"6/7/08","Eleanor Rigby","david cook",92,"Rock","0.553","136.977","0.677",2008,92,"0.356","76-100"
"6/28/08","Don't Stop The Music","rihanna",3,"R&B","0.676","122.65","0.853",2008,47,"0.551","1 - 10"
"6/28/08","You're Gonna Miss This","trace adkins",12,"Country","0.665","154.997","0.5",2008,55,"0.32","11 - 25"
"6/28/08","Love Is A Beautiful Thing","phil vassar",48,"Country","0.801","162.559","0.517",2008,86,"0.502","26-50"
"6/28/08","She's A Hottie","toby keith",71,"Country","0.91","94.945","0.565",2008,87,"0.741","51-75"
"6/28/08","Another Try","josh turner",96,"Country","0.493","123.251","0.504",2008,97,"0.231","76-100"
"6/28/08","3 Peat","lil wayne",66,"Rap","0.632","79.811","0.616",2008,66,"0.47","51-75"
"6/28/08","Body On Me","nelly",78,"R&B","0.643","180.193","0.654",2008,78,"0.784","76-100"
"6/28/08","Coconut Juice","tyga",94,"Rap","0.773","84.026","0.565",2008,94,"0.397","76-100"
"6/21/08","Feels Like Tonight","daughtry",24,"Rock","0.907","130.984","0.483",2008,51,"0.352","11 - 25"
"6/21/08","Nine In The Afternoon","panic at the disco",51,"Rock","0.689","155.189","0.405",2008,97,"0.397","51-75"
"6/21/08","Customer","raheem devaughn",76,"R&B","0.518","124.028","0.635",2008,100,"0.513","76-100"
"6/21/08","You Ain't Got Nuthin","lil wayne",81,"Rap","0.501","105.778","0.513",2008,81,"0.49","76-100"
"6/14/08","No One","alicia keys",1,"R&B","0.548","90.024","0.639",2008,44,"0.152","1 - 10"
"6/14/08","Our Song","taylor swift",16,"Pop","0.686","177.874","0.543",2008,48,"0.555","11 - 25"
"6/14/08","What Kinda Gone","chris cagle",54,"Country","0.861","172.052","0.494",2008,96,"0.668","51-75"
"6/14/08","Psycho","puddle of mudd",67,"Rap","0.896","126.007","0.583",2008,99,"0.55","51-75"
"6/14/08","Party People","nelly",40,"R&B","0.781","164.001","0.67",2008,77,"0.609","26-50"
"6/14/08","Dream Big","david cook",15,"Rock","unknown","unknown","unknown",2008,81,"unknown","11 - 25"
"6/14/08","I Still Haven't Found What I'm Looking For","david cook",22,"Rock","unknown","unknown","unknown",2008,85,"unknown","11 - 25"
"6/14/08","Love Is Gone","david guetta",98,"EDM","0.685","127.939","0.787",2008,98,"0.674","76-100"
"5/31/08","Paralyzer","finger eleven",6,"Rap","0.938","106.01","0.645",2008,50,"0.884","1 - 10"
"5/31/08","Bubbly","colbie caillat",5,"Rock","0.491","127.97","0.664",2008,48,"0.24","1 - 10"
"5/31/08","All-American Girl","carrie underwood",27,"Country","0.805","123.991","0.624",2008,78,"0.77","26-50"
"5/31/08","Small Town Southern Man","alan jackson",42,"Country","0.438","132.951","0.683",2008,96,"0.568","26-50"
"5/31/08","Falsetto","the-dream",30,"R&B","0.557","131.018","0.728",2008,100,"0.512","26-50"
"5/31/08","When You Look Me In The Eyes","jonas brothers",25,"Pop","0.767","136.047","0.393",2008,97,"0.506","11 - 25"
"5/31/08","Killa","cherish",39,"R&B","0.705","113.964","0.796",2008,81,"0.774","26-50"
"5/31/08","Stronger Woman","jewel",84,"Rock","0.796","169.865","0.441",2008,99,"0.554","76-100"
"5/31/08","Love In This Club, Part II","usher",18,"R&B","0.487","138.893","0.623",2008,18,"0.507","11 - 25"
"5/31/08","No Matter What","t.i.",72,"R&B","0.824","145.639","0.498",2008,93,"0.332","51-75"
"5/3/08","Take You There","sean kingston",7,"R&B","0.921","115.033","0.752",2008,47,"0.634","1 - 10"
"5/3/08","Like You'll Never See Me Again","alicia keys",12,"R&B","0.658","127.892","0.548",2008,45,"0.276","11 - 25"
"5/3/08","Suffocate","j. holiday",18,"R&B","0.445","82.82","0.458",2008,49,"0.447","11 - 25"
